year,hijri,subject,gender,level,location,value
2004,1425,Teachers Training,female,diploma,local,0
2005,1426,Humanities,female,undergrad,local,14094
2005,1426,Social and Behavioral Sciences,female,undergrad,local,6956
2005,1426,Islamic Studies,female,undergrad,local,6707
2005,1426,Humanities,male,undergrad,local,5473
2005,1426,Engineering and Engeneering Trades,male,diploma,local,4407
2005,1426,Business and Management,male,diploma,local,4257
2005,1426,Mathematics and Statistics,female,undergrad,local,4254
2005,1426,Physical Sciences,female,undergrad,local,4030
2005,1426,Islamic Studies,male,undergrad,local,3142
2005,1426,Information Technology,female,diploma,local,2944
2005,1426,Information Technology,male,diploma,local,2885
2005,1426,Life Sciences,female,undergrad,local,2583
2005,1426,Education,female,undergrad,local,2108
2005,1426,Health,male,diploma,local,2029
2005,1426,Health,female,undergrad,local,1818
2005,1426,Business and Management,male,undergrad,local,1666
2005,1426,Information Technology,male,undergrad,local,1638
2005,1426,Mathematics and Statistics,male,undergrad,local,1610
2005,1426,Health,female,diploma,local,1458
2005,1426, Basic Programs,male,undergrad,local,1410
2005,1426,Engineering and Engeneering Trades,male,undergrad,local,1387
2005,1426,Business and Management,female,undergrad,local,1305
2005,1426,Health,male,undergrad,local,1207
2005,1426,Teachers Training,female,undergrad,local,1202
2005,1426,Life Sciences,male,undergrad,local,1193
2005,1426,Physical Sciences,male,undergrad,local,774
2005,1426, Basic Programs,female,undergrad,local,732
2005,1426,Information Technology,female,undergrad,local,662
2005,1426,Social and Behavioral Sciences,male,undergrad,local,640
2005,1426,Humanities,female,diploma,local,601
2005,1426,Education,male,undergrad,local,595
2005,1426,Other,male,undergrad,local,540
2005,1426,Teachers Training,male,diploma,local,483
2005,1426,Architecture and Construction,male,undergrad,local,463
2005,1426,Business and Management,female,diploma,local,415
2005,1426,Journalism and Media,female,undergrad,local,401
2005,1426,Other,female,undergrad,local,369
2005,1426,Journalism and Media,male,undergrad,local,358
2005,1426,Humanities,male,diploma,local,301
2005,1426,Law,male,undergrad,local,243
2005,1426,Architecture and Construction,male,diploma,local,235
2005,1426,"Agriculture, Forestry and Fishery",male,diploma,local,232
2005,1426,Islamic Studies,male,grad,local,201
2005,1426,"Agriculture, Forestry and Fishery",male,undergrad,local,179
2005,1426,Education,female,grad,local,168
2005,1426,Education,male,grad,local,154
2005,1426,Life Sciences,male,diploma,local,143
2005,1426,  Veterinary Medicine,male,undergrad,local,100
2005,1426,Humanities,female,grad,local,85
2005,1426,Physical Sciences,male,diploma,local,75
2005,1426,Other,male,grad,local,71
2005,1426,Islamic Studies,female,diploma,local,65
2005,1426,Business and Management,male,grad,local,58
2005,1426,Humanities,male,grad,local,58
2005,1426,Islamic Studies,female,grad,local,57
2005,1426,Social and Behavioral Sciences,female,grad,local,55
2005,1426,Architecture and Construction,female,undergrad,local,53
2005,1426,Business and Management,female,grad,local,52
2005,1426,Engineering and Engeneering Trades,male,grad,local,49
2005,1426,"Agriculture, Forestry and Fishery",female,undergrad,local,44
2005,1426,Physical Sciences,female,grad,local,43
2005,1426,Health,female,grad,local,42
2005,1426,Law,male,diploma,local,37
2005,1426,Social and Behavioral Sciences,male,grad,local,36
2005,1426,Mathematics and Statistics,female,grad,local,35
2005,1426,Life Sciences,female,grad,local,34
2005,1426,Physical Sciences,male,grad,local,34
2005,1426,Other,female,diploma,local,33
2005,1426,Architecture and Construction,male,grad,local,28
2005,1426,"Agriculture, Forestry and Fishery",male,grad,local,27
2005,1426,Life Sciences,male,grad,local,23
2005,1426,Education,male,diploma,local,21
2005,1426,Information Technology,male,grad,local,18
2005,1426,Physical Sciences,female,diploma,local,15
2005,1426,Health,male,grad,local,14
2005,1426,Teachers Training,female,grad,local,14
2005,1426,Social and Behavioral Sciences,male,diploma,local,13
2005,1426,Mathematics and Statistics,male,grad,local,10
2005,1426,Journalism and Media,male,grad,local,9
2005,1426,Information Technology,female,grad,local,8
2005,1426,  Veterinary Medicine,male,grad,local,7
2005,1426,Mathematics and Statistics,male,diploma,local,7
2005,1426,Law,male,grad,local,6
2005,1426,Journalism and Media,female,grad,local,4
2005,1426,Teachers Training,male,grad,local,2
2005,1426,Architecture and Construction,female,grad,local,1
2005,1426,  Veterinary Medicine,female,undergrad,local,0
2005,1426,  Veterinary Medicine,female,grad,local,0
2005,1426,"Agriculture, Forestry and Fishery",female,diploma,local,0
2005,1426,"Agriculture, Forestry and Fishery",female,grad,local,0
2005,1426,Architecture and Construction,female,diploma,local,0
2005,1426,Education,female,diploma,local,0
2005,1426,Engineering and Engeneering Trades,female,diploma,local,0
2005,1426,Engineering and Engeneering Trades,female,undergrad,local,0
2005,1426,Engineering and Engeneering Trades,female,grad,local,0
2005,1426,Islamic Studies,male,diploma,local,0
2005,1426,Law,female,diploma,local,0
2005,1426,Law,female,undergrad,local,0
2005,1426,Law,female,grad,local,0
2005,1426,Life Sciences,female,diploma,local,0
2005,1426,Mathematics and Statistics,female,diploma,local,0
2005,1426,Other,male,diploma,local,0
2005,1426,Other,female,grad,local,0
2005,1426,Social and Behavioral Sciences,female,diploma,local,0
2005,1426,Teachers Training,female,diploma,local,0
2005,1426,Teachers Training,male,undergrad,local,0
2006,1427,Humanities,female,undergrad,local,13895
2006,1427,Islamic Studies,female,undergrad,local,8442
2006,1427,Islamic Studies,male,diploma,local,7881
2006,1427,Social and Behavioral Sciences,female,undergrad,local,6563
2006,1427,Humanities,male,undergrad,local,5136
2006,1427,Mathematics and Statistics,female,undergrad,local,3908
2006,1427,Physical Sciences,female,undergrad,local,3434
2006,1427,Life Sciences,female,undergrad,local,3326
2006,1427,Islamic Studies,male,undergrad,local,2815
2006,1427,Education,female,undergrad,local,2634
2006,1427,Health,male,diploma,local,2631
2006,1427,Business and Management,male,undergrad,local,2535
2006,1427,Health,female,diploma,local,2246
2006,1427,Engineering and Engeneering Trades,male,diploma,local,2052
2006,1427,Business and Management,female,undergrad,local,2028
2006,1427,Information Technology,female,diploma,local,1967
2006,1427,Information Technology,male,undergrad,local,1661
2006,1427, Basic Programs,male,undergrad,local,1545
2006,1427,Mathematics and Statistics,male,undergrad,local,1491
2006,1427,Health,female,undergrad,local,1487
2006,1427,Information Technology,male,diploma,local,1441
2006,1427,Health,male,undergrad,local,1314
2006,1427,Engineering and Engeneering Trades,male,undergrad,local,1287
2006,1427,Education,male,undergrad,local,1238
2006,1427,Life Sciences,male,undergrad,local,1179
2006,1427,Business and Management,male,diploma,local,1172
2006,1427,Journalism and Media,female,undergrad,local,1074
2006,1427,Information Technology,female,undergrad,local,1005
2006,1427,Social Services,female,undergrad,local,999
2006,1427,Humanities,male,diploma,local,922
2006,1427, Basic Programs,female,undergrad,local,907
2006,1427,Social and Behavioral Sciences,male,undergrad,local,706
2006,1427,Arts,female,undergrad,local,641
2006,1427,Teachers Training,male,diploma,local,567
2006,1427,Architecture and Construction,male,undergrad,local,563
2006,1427,Teachers Training,male,undergrad,local,457
2006,1427,Business and Management,female,diploma,local,453
2006,1427,Humanities,female,diploma,local,449
2006,1427,Teachers Training,female,undergrad,local,399
2006,1427,Physical Sciences,male,undergrad,local,392
2006,1427,Journalism and Media,male,undergrad,local,379
2006,1427,Personal Services,male,diploma,local,246
2006,1427,Education,male,grad,local,243
2006,1427,Humanities,male,grad,local,228
2006,1427,"Agriculture, Forestry and Fishery",female,undergrad,local,221
2006,1427,Manufacturing and Processing,female,undergrad,local,217
2006,1427,Islamic Studies,male,grad,local,202
2006,1427,Social and Behavioral Sciences,male,diploma,local,132
2006,1427,Social Services,male,undergrad,local,126
2006,1427,Education,female,grad,local,108
2006,1427,Business and Management,male,grad,local,102
2006,1427, Basic Programs,female,diploma,local,101
2006,1427,Arts,male,undergrad,local,99
2006,1427,Life Sciences,male,diploma,local,99
2006,1427,Other,female,undergrad,local,87
2006,1427,"Agriculture, Forestry and Fishery",male,undergrad,local,81
2006,1427,Manufacturing and Processing,male,diploma,local,77
2006,1427,Law,male,diploma,local,75
2006,1427,Humanities,female,grad,local,71
2006,1427,Islamic Studies,female,diploma,local,70
2006,1427, Basic Programs,male,diploma,local,62
2006,1427,  Veterinary Medicine,male,undergrad,local,58
2006,1427,Islamic Studies,female,grad,local,51
2006,1427,Health,female,grad,local,49
2006,1427,Business and Management,female,grad,local,44
2006,1427,Other,male,undergrad,local,44
2006,1427, Basic Programs,male,grad,local,41
2006,1427,Engineering and Engeneering Trades,male,grad,local,41
2006,1427,Life Sciences,female,grad,local,39
2006,1427,Physical Sciences,female,grad,local,39
2006,1427,Social and Behavioral Sciences,female,grad,local,37
2006,1427,Manufacturing and Processing,female,diploma,local,36
2006,1427,Social and Behavioral Sciences,female,diploma,local,36
2006,1427,Mathematics and Statistics,female,grad,local,34
2006,1427,Health,male,grad,local,30
2006,1427,Journalism and Media,male,grad,local,29
2006,1427,Physical Sciences,male,grad,local,29
2006,1427,Architecture and Construction,female,undergrad,local,22
2006,1427,Architecture and Construction,male,grad,local,22
2006,1427,Physical Sciences,female,diploma,local,22
2006,1427,Education,male,diploma,local,21
2006,1427,Social and Behavioral Sciences,male,grad,local,20
2006,1427,Architecture and Construction,male,diploma,local,19
2006,1427,Life Sciences,male,grad,local,19
2006,1427,Mathematics and Statistics,female,diploma,local,18
2006,1427,Physical Sciences,male,diploma,local,18
2006,1427,Information Technology,male,grad,local,16
2006,1427,Social Services,female,grad,local,16
2006,1427,Arts,female,grad,local,14
2006,1427,Mathematics and Statistics,male,grad,local,12
2006,1427, Basic Programs,female,grad,local,11
2006,1427,Journalism and Media,female,grad,local,11
2006,1427,Other,female,grad,local,11
2006,1427,"Agriculture, Forestry and Fishery",male,grad,local,10
2006,1427,Social Services,male,grad,local,6
2006,1427,Arts,male,grad,local,5
2006,1427,Information Technology,female,grad,local,5
2006,1427,Other,male,grad,local,5
2006,1427,Manufacturing and Processing,female,grad,local,4
2006,1427,Environmental Protection,male,undergrad,local,2
2006,1427,  Veterinary Medicine,male,grad,local,1
2006,1427,Teachers Training,female,grad,local,1
2006,1427,  Veterinary Medicine,female,undergrad,local,0
2006,1427,  Veterinary Medicine,female,grad,local,0
2006,1427,"Agriculture, Forestry and Fishery",female,grad,local,0
2006,1427,Architecture and Construction,female,diploma,local,0
2006,1427,Architecture and Construction,female,grad,local,0
2006,1427,Education,female,diploma,local,0
2006,1427,Engineering and Engeneering Trades,female,diploma,local,0
2006,1427,Engineering and Engeneering Trades,female,undergrad,local,0
2006,1427,Engineering and Engeneering Trades,female,grad,local,0
2006,1427,Environmental Protection,female,undergrad,local,0
2006,1427,Law,female,diploma,local,0
2006,1427,Law,male,grad,local,0
2006,1427,Law,female,grad,local,0
2006,1427,Life Sciences,female,diploma,local,0
2006,1427,Manufacturing and Processing,male,undergrad,local,0
2006,1427,Manufacturing and Processing,male,grad,local,0
2006,1427,Mathematics and Statistics,male,diploma,local,0
2006,1427,Personal Services,female,diploma,local,0
2006,1427,Teachers Training,female,diploma,local,0
2006,1427,Teachers Training,male,grad,local,0
2007,1428,Humanities,female,undergrad,local,10550
2007,1428,Education,female,undergrad,local,9680
2007,1428,Islamic Studies,female,undergrad,local,8399
2007,1428,Social and Behavioral Sciences,female,undergrad,local,5414
2007,1428,Life Sciences,female,undergrad,local,3848
2007,1428,Mathematics and Statistics,female,undergrad,local,3787
2007,1428,Education,male,undergrad,local,3773
2007,1428,Humanities,male,undergrad,local,3525
2007,1428,Physical Sciences,female,undergrad,local,3450
2007,1428,Islamic Studies,male,diploma,local,3021
2007,1428,Engineering and Engeneering Trades,male,diploma,local,2928
2007,1428,Business and Management,male,diploma,local,2675
2007,1428,Business and Management,male,undergrad,local,2595
2007,1428,Business and Management,female,undergrad,local,2474
2007,1428,Islamic Studies,male,undergrad,local,2411
2007,1428,Information Technology,female,diploma,local,2345
2007,1428,Information Technology,male,diploma,local,2337
2007,1428,Humanities,male,diploma,local,2128
2007,1428,Health,male,diploma,local,2108
2007,1428,Health,female,undergrad,local,1986
2007,1428,Health,male,undergrad,local,1786
2007,1428,Information Technology,female,undergrad,local,1625
2007,1428,Information Technology,male,undergrad,local,1510
2007,1428,Life Sciences,male,undergrad,local,1274
2007,1428,Teachers Training,female,undergrad,local,1243
2007,1428,Health,female,diploma,local,1166
2007,1428,Engineering and Engeneering Trades,male,undergrad,local,1150
2007,1428, Basic Programs,female,undergrad,local,1140
2007,1428,Teachers Training,male,undergrad,local,1052
2007,1428,Education,male,diploma,local,1040
2007,1428,Humanities,female,diploma,local,1036
2007,1428,Social Services,female,undergrad,local,984
2007,1428,Physical Sciences,male,undergrad,local,983
2007,1428,Journalism and Media,female,undergrad,local,950
2007,1428,Mathematics and Statistics,male,undergrad,local,935
2007,1428,Architecture and Construction,male,undergrad,local,746
2007,1428,Social and Behavioral Sciences,male,diploma,local,710
2007,1428, Basic Programs,male,undergrad,local,679
2007,1428,Education,female,diploma,local,533
2007,1428,Social and Behavioral Sciences,male,undergrad,local,450
2007,1428,Journalism and Media,male,undergrad,local,349
2007,1428,Islamic Studies,male,grad,local,323
2007,1428,Business and Management,female,diploma,local,321
2007,1428,Life Sciences,female,diploma,local,309
2007,1428,Manufacturing and Processing,female,undergrad,local,306
2007,1428,"Agriculture, Forestry and Fishery",male,undergrad,local,268
2007,1428,Architecture and Construction,male,diploma,local,260
2007,1428,Manufacturing and Processing,male,diploma,local,240
2007,1428,Social Services,male,diploma,local,236
2007,1428,Education,male,grad,local,228
2007,1428,Social Services,male,undergrad,local,228
2007,1428,Arts,female,undergrad,local,201
2007,1428,Business and Management,male,grad,local,190
2007,1428,"Agriculture, Forestry and Fishery",male,diploma,local,186
2007,1428, Basic Programs,male,diploma,local,185
2007,1428,Law,female,undergrad,local,158
2007,1428,Arts,male,diploma,local,142
2007,1428,Teachers Training,male,diploma,local,142
2007,1428,Education,female,grad,local,110
2007,1428,Humanities,female,grad,local,109
2007,1428, Basic Programs,female,diploma,local,108
2007,1428,Social and Behavioral Sciences,male,grad,local,102
2007,1428,Islamic Studies,female,grad,local,101
2007,1428,Engineering and Engeneering Trades,male,grad,local,100
2007,1428,Humanities,male,grad,local,98
2007,1428,Life Sciences,male,diploma,local,89
2007,1428,Health,male,grad,local,87
2007,1428,Social and Behavioral Sciences,female,diploma,local,85
2007,1428,Business and Management,female,grad,local,84
2007,1428,Physical Sciences,male,diploma,local,83
2007,1428,Law,male,diploma,local,75
2007,1428,Arts,male,undergrad,local,72
2007,1428,Life Sciences,male,grad,local,70
2007,1428,Journalism and Media,male,grad,local,65
2007,1428,"Agriculture, Forestry and Fishery",female,undergrad,local,61
2007,1428,Personal Services,male,diploma,local,57
2007,1428,Health,female,grad,local,56
2007,1428,Journalism and Media,female,diploma,local,53
2007,1428,  Veterinary Medicine,male,undergrad,local,48
2007,1428,Journalism and Media,male,diploma,local,48
2007,1428,Architecture and Construction,female,undergrad,local,46
2007,1428,Life Sciences,female,grad,local,45
2007,1428,Social and Behavioral Sciences,female,grad,local,43
2007,1428,Architecture and Construction,male,grad,local,39
2007,1428,Information Technology,male,grad,local,28
2007,1428,Physical Sciences,male,grad,local,28
2007,1428,"Agriculture, Forestry and Fishery",male,grad,local,26
2007,1428,Social Services,female,grad,local,26
2007,1428,Mathematics and Statistics,female,grad,local,25
2007,1428,Manufacturing and Processing,male,undergrad,local,21
2007,1428,Mathematics and Statistics,male,grad,local,20
2007,1428,Arts,male,grad,local,18
2007,1428,Journalism and Media,female,grad,local,18
2007,1428,Physical Sciences,female,grad,local,18
2007,1428,Personal Services,male,undergrad,local,13
2007,1428, Basic Programs,male,grad,local,11
2007,1428,Social Services,male,grad,local,10
2007,1428,Information Technology,female,grad,local,8
2007,1428,Other,male,undergrad,local,8
2007,1428, Basic Programs,female,grad,local,3
2007,1428,Arts,female,grad,local,3
2007,1428,"Agriculture, Forestry and Fishery",female,grad,local,2
2007,1428,Teachers Training,female,grad,local,1
2007,1428,  Veterinary Medicine,female,undergrad,local,0
2007,1428,"Agriculture, Forestry and Fishery",female,diploma,local,0
2007,1428,Architecture and Construction,female,diploma,local,0
2007,1428,Architecture and Construction,female,grad,local,0
2007,1428,Arts,female,diploma,local,0
2007,1428,Engineering and Engeneering Trades,female,diploma,local,0
2007,1428,Engineering and Engeneering Trades,female,undergrad,local,0
2007,1428,Engineering and Engeneering Trades,female,grad,local,0
2007,1428,Islamic Studies,female,diploma,local,0
2007,1428,Law,female,diploma,local,0
2007,1428,Law,male,undergrad,local,0
2007,1428,Law,male,grad,local,0
2007,1428,Law,female,grad,local,0
2007,1428,Manufacturing and Processing,female,diploma,local,0
2007,1428,Other,female,undergrad,local,0
2007,1428,Personal Services,female,diploma,local,0
2007,1428,Personal Services,female,undergrad,local,0
2007,1428,Physical Sciences,female,diploma,local,0
2007,1428,Social Services,female,diploma,local,0
2007,1428,Teachers Training,female,diploma,local,0
2007,1428,Teachers Training,male,grad,local,0
2008,1429,Humanities,female,undergrad,local,11570
2008,1429,Education,female,undergrad,local,10803
2008,1429,Islamic Studies,female,undergrad,local,9140
2008,1429,Social and Behavioral Sciences,female,undergrad,local,5803
2008,1429,Education,male,undergrad,local,4390
2008,1429,Humanities,male,undergrad,local,4093
2008,1429,Life Sciences,female,undergrad,local,4085
2008,1429,Mathematics and Statistics,female,undergrad,local,4025
2008,1429,Physical Sciences,female,undergrad,local,3662
2008,1429,Islamic Studies,male,diploma,local,3294
2008,1429,Engineering and Engeneering Trades,male,diploma,local,3193
2008,1429,Business and Management,male,undergrad,local,3024
2008,1429,Business and Management,female,undergrad,local,2936
2008,1429,Business and Management,male,diploma,local,2917
2008,1429,Islamic Studies,male,undergrad,local,2784
2008,1429,Information Technology,female,diploma,local,2574
2008,1429,Information Technology,male,diploma,local,2548
2008,1429,Humanities,male,diploma,local,2320
2008,1429,Health,male,diploma,local,2298
2008,1429,Health,female,undergrad,local,2108
2008,1429,Health,male,undergrad,local,2062
2008,1429,Information Technology,male,undergrad,local,1743
2008,1429,Information Technology,female,undergrad,local,1725
2008,1429,Life Sciences,male,undergrad,local,1470
2008,1429,Engineering and Engeneering Trades,male,undergrad,local,1326
2008,1429,Teachers Training,female,undergrad,local,1326
2008,1429,Health,female,diploma,local,1280
2008,1429, Basic Programs,female,undergrad,local,1251
2008,1429,Teachers Training,male,undergrad,local,1213
2008,1429,Humanities,female,diploma,local,1137
2008,1429,Education,male,diploma,local,1134
2008,1429,Physical Sciences,male,undergrad,local,1134
2008,1429,Mathematics and Statistics,male,undergrad,local,1078
2008,1429,Journalism and Media,female,undergrad,local,1066
2008,1429,Social Services,female,undergrad,local,1044
2008,1429,Architecture and Construction,male,undergrad,local,860
2008,1429, Basic Programs,male,undergrad,local,787
2008,1429,Social and Behavioral Sciences,male,diploma,local,774
2008,1429,Education,female,diploma,local,585
2008,1429,Social and Behavioral Sciences,male,undergrad,local,519
2008,1429,Journalism and Media,male,undergrad,local,403
2008,1429,Business and Management,female,diploma,local,352
2008,1429,Islamic Studies,male,grad,local,349
2008,1429,Life Sciences,female,diploma,local,339
2008,1429,Manufacturing and Processing,female,undergrad,local,325
2008,1429,"Agriculture, Forestry and Fishery",male,undergrad,local,309
2008,1429,Architecture and Construction,male,diploma,local,283
2008,1429,Social Services,male,undergrad,local,263
2008,1429,Manufacturing and Processing,male,diploma,local,262
2008,1429,Social Services,male,diploma,local,257
2008,1429,Education,male,grad,local,244
2008,1429,Arts,female,undergrad,local,213
2008,1429,"Agriculture, Forestry and Fishery",male,diploma,local,203
2008,1429,Business and Management,male,grad,local,195
2008,1429,Law,female,undergrad,local,168
2008,1429,Arts,male,diploma,local,155
2008,1429,Teachers Training,male,diploma,local,155
2008,1429,Humanities,male,grad,local,113
2008,1429,Social and Behavioral Sciences,male,grad,local,112
2008,1429,Engineering and Engeneering Trades,male,grad,local,106
2008,1429,Humanities,female,grad,local,103
2008,1429,Education,female,grad,local,99
2008,1429,Life Sciences,male,diploma,local,97
2008,1429,Social and Behavioral Sciences,female,diploma,local,93
2008,1429,Physical Sciences,male,diploma,local,91
2008,1429,Health,male,grad,local,90
2008,1429,Islamic Studies,female,grad,local,90
2008,1429,Arts,male,undergrad,local,83
2008,1429,Law,male,diploma,local,82
2008,1429,Life Sciences,male,grad,local,76
2008,1429,Journalism and Media,male,grad,local,71
2008,1429,Business and Management,female,grad,local,70
2008,1429,"Agriculture, Forestry and Fishery",female,undergrad,local,65
2008,1429,Personal Services,male,diploma,local,62
2008,1429,Journalism and Media,female,diploma,local,58
2008,1429,  Veterinary Medicine,male,undergrad,local,55
2008,1429,Journalism and Media,male,diploma,local,52
2008,1429,Health,female,grad,local,51
2008,1429,Architecture and Construction,female,undergrad,local,49
2008,1429,Architecture and Construction,male,grad,local,40
2008,1429,Life Sciences,female,grad,local,39
2008,1429,Social and Behavioral Sciences,female,grad,local,39
2008,1429,Information Technology,male,grad,local,29
2008,1429,Physical Sciences,male,grad,local,29
2008,1429,"Agriculture, Forestry and Fishery",male,grad,local,25
2008,1429,Social Services,female,grad,local,25
2008,1429,Manufacturing and Processing,male,undergrad,local,24
2008,1429,Mathematics and Statistics,female,grad,local,22
2008,1429,Mathematics and Statistics,male,grad,local,21
2008,1429,Arts,male,grad,local,19
2008,1429,Journalism and Media,female,grad,local,17
2008,1429,Physical Sciences,female,grad,local,16
2008,1429,Personal Services,male,undergrad,local,15
2008,1429,Social Services,male,grad,local,10
2008,1429,Other,male,undergrad,local,9
2008,1429,Information Technology,female,grad,local,7
2008,1429, Basic Programs,male,grad,local,2
2008,1429, Basic Programs,female,grad,local,2
2008,1429,"Agriculture, Forestry and Fishery",female,grad,local,2
2008,1429,Arts,female,grad,local,2
2008,1429,Teachers Training,female,grad,local,1
2008,1429,  Veterinary Medicine,female,undergrad,local,0
2008,1429,"Agriculture, Forestry and Fishery",female,diploma,local,0
2008,1429,Architecture and Construction,female,diploma,local,0
2008,1429,Architecture and Construction,female,grad,local,0
2008,1429,Arts,female,diploma,local,0
2008,1429,Engineering and Engeneering Trades,female,diploma,local,0
2008,1429,Engineering and Engeneering Trades,female,undergrad,local,0
2008,1429,Engineering and Engeneering Trades,female,grad,local,0
2008,1429,Islamic Studies,female,diploma,local,0
2008,1429,Law,female,diploma,local,0
2008,1429,Law,male,undergrad,local,0
2008,1429,Law,male,grad,local,0
2008,1429,Law,female,grad,local,0
2008,1429,Manufacturing and Processing,female,diploma,local,0
2008,1429,Other,female,undergrad,local,0
2008,1429,Personal Services,female,diploma,local,0
